amfi_code,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,sharpe_ratio,sortino_ratio,alpha_pct,beta,max_drawdown_pct,max_drawdown_date,scheme_name,fund_house,category,sub_category,expense_ratio_pct
118633,25.539980483954096,21.08997654925684,14.526572994594433,0.6452074382933215,1.1544757169236237,15.643835948169668,-0.03663900671860934,-18.62974313859551,2024-02-29,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,Large Cap,0.72
118634,15.811221971300938,8.007927728656083,14.358247892501508,0.4484340089089914,0.7460146308533572,17.50072167561127,0.1034966369133759,-23.34488614483311,2026-02-20,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,Small Cap,1.53
118635,22.493224932249344,20.00820838047148,14.137091916219703,0.6648569985490619,1.137976718780742,15.136354648239239,-0.001433521389780133,-11.511457598975516,2022-06-09,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,Index/ETF,0.89
118636,10.454939683040276,4.062205023777143,4.598573072901702,-0.356629507514368,-0.6135251287271027,5.074772999976104,0.0012566742731558458,-8.316361763638703,2024-02-09,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,Gilt,0.55
119092,1.6091186722522632,0.5258871209757432,5.721639468307149,0.030784850954585913,0.05257398559304797,6.899529821677549,0.009730745001153637,-14.401617909337261,2025-02-07,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,Large Cap,1.64
119093,19.7667410165155,20.816771175535862,6.921395355103566,0.12961449795669325,0.22108683979276347,8.232801295222094,0.02588321244009315,-21.751396370148225,2023-05-22,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,Large Cap,0.75
119094,22.261065131342207,35.11180209642853,24.535034300396564,0.9982309868636414,1.7037974802463003,26.07666908004223,-0.06626542862803757,-20.960883862039193,2022-08-11,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity,Mid Cap,1.38
119095,-42.797614558854406,-11.705806723995272,0.9616830231914841,-0.07597357117478923,-0.12818559275851932,4.801595363775955,-0.066951174639292,-51.677753708526566,2026-05-11,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,Small Cap,1.38
119120,5.5219955107626895,5.840358798463097,5.108771353646158,-0.22657538662791596,-0.3767670081706672,5.620895216638369,-0.006413850728276477,-4.328728923970093,2025-04-01,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Gilt,0.77
119551,60.43734071403091,30.456524420302888,22.40207284794744,1.2082665673727175,2.140267129061793,23.201007160635083,-0.03175144113890972,-15.012385498645331,2024-02-05,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Large Cap,1.54
119552,5.706100044974027,16.267372294624916,19.15259485221408,0.9532794968660103,1.609776489628308,19.86859936686296,-0.026159307513513405,-11.803493502764296,2024-09-02,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,0.66
119598,82.77605861507405,26.66992200118774,28.41391272219287,0.9453082575156093,1.6753165700125516,30.336965386983323,-0.023196062044059693,-28.706005721764548,2025-05-14,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Small Cap,1.43
119599,13.947803355189968,-1.337386614488112,2.1910435832351416,-0.05718662582817997,-0.09438726129459607,4.882421594553985,0.06200180438267168,-52.57422117012851,2025-10-28,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Small Cap,0.72
120503,8.489081269294418,13.978381933703044,16.257351134484587,0.7979728586052847,1.3379431500669237,17.703302365844074,-0.0402689523698206,-13.897862823061635,2023-11-09,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,Large Cap,1.42
120504,13.064279264417976,32.48742855621496,20.51168188415211,1.0265242847993004,1.8052937940992548,21.19482701352573,0.016232169761417007,-12.588275606922517,2023-05-30,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity,Large Cap,0.8
120505,29.604659337893647,31.777537151234704,28.89388246767115,1.1801011976606495,2.0293529404657464,29.26358334175106,0.000549004250631712,-18.188513572116292,2025-01-23,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity,Mid Cap,1.36
120506,41.81904829701364,18.421996537444542,14.87668197926224,0.6488787755249532,1.0958951614736467,16.25385327998104,0.04189646272811977,-19.82565826298267,2023-08-14,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,Value,1.41
120507,7.42505077613469,7.394286300360076,6.331473803574905,0.4957233929533124,1.0521238822609293,6.746210411099539,-0.0004440926329707234,-0.09773140045925555,2025-10-20,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,Liquid,0.74
120841,16.837098075385626,17.26727508371786,11.736215772519,0.49427253786723496,0.8625738849916581,13.042924450705446,0.036356399022199795,-17.57361416468729,2025-02-14,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,Large Cap,1.59
120842,22.50195657587366,7.756003551327284,5.510668933051677,0.07599984804658917,0.12469346986475664,7.80443887615508,0.01805687420811816,-24.003511326274886,2024-10-17,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,Mid Cap,1.56
120843,26.657081760850154,29.58277033726251,26.287126056316467,1.3067439695428407,2.364320032166718,27.330465038306055,-0.02282956979242654,-12.97396816518679,2022-04-13,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity,Flexi Cap,1.45
120844,7.120323042122512,6.695971624586994,6.055280871442981,-0.08874729621557331,-0.1877230477424232,6.4556774953759986,-0.00040074423947840013,-0.11629327956168556,2024-04-30,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,Liquid,0.6
125497,28.67535802656873,18.434488610520173,16.5325903377463,0.7757902498211207,1.3306512447571366,17.729754927531765,0.04882040425957739,-15.200013055606398,2025-01-01,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,0.92
125498,15.443720834451845,11.245222866621418,9.990638711344314,0.3006119210425478,0.508812819716923,11.98910097121797,0.009054412621739154,-21.11727956013212,2025-09-12,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,Mid Cap,0.78
148567,20.360678307711865,34.00091602163293,26.3149802906119,1.4482911703262595,2.385644373368818,26.98375144191807,0.023683558075848623,-11.265729075028275,2023-10-20,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity,Large Cap,1.46
148568,14.269394138778924,14.748035533586012,19.19013572159991,0.9262873467360146,1.6327409778735162,20.873010086942337,-0.026387719943843004,-15.27259422823477,2024-01-24,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,Large & Mid Cap,1.52
148569,39.75176148971702,29.178901578393777,27.41707694597304,1.2349300257743296,2.1469139263460555,28.27036785246582,0.018133884083859245,-16.39674294693263,2023-10-20,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity,ELSS,1.6
149322,18.11115252275146,18.04420648663614,11.887955009317807,0.4640374492204777,0.7621288703723165,13.173190226099432,-0.004050271130006534,-14.111986534883126,2024-12-19,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,Large Cap,1.54
149323,21.481222193726257,26.869990828902203,25.599707110077464,1.1321218524747245,1.875101063919208,26.598577542043046,-0.002523004664699247,-17.24810575345138,2022-10-24,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity,Mid Cap,1.61
149324,65.13871892998797,27.000426614519245,28.187713206128606,0.9497958246616031,1.619793176491409,30.05787817097677,0.011455159960520708,-31.171900300634213,2025-01-03,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity,Small Cap,1.52
